player,draft_year,position,position_group,model_group,college,round,pick,outcome_grade_pff_powered,position_model_score,ceiling_grade,floor_grade,starter_probability,elite_probability,bust_probability,outcome_tier,outlier_type,grade_explanation,projected_value,actual_value,actual_position_percentile,predicted_position_percentile
Warren Marshall,1987,RB,RB,RB,James Madison,6.0,167.0,40.1,40.3,42.3,49.6,0.495,0.484,0.504,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,0.0,9.7,47.1
Kerry Porter,1987,RB,RB,RB,Washington St.,7.0,171.0,39.7,39.8,41.9,49.5,0.493,0.482,0.505,Low-probability profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,0.0,9.7,47.1
Tom Brown,1987,RB,RB,RB,Pittsburgh,7.0,182.0,38.8,38.5,40.9,49.5,0.492,0.482,0.505,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,1.0,24.6,47.0
Bo Jackson,1987,RB,RB,RB,Auburn,7.0,183.0,39.4,39.4,41.4,49.4,0.495,0.476,0.506,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,5.0,22.0,75.7,47.0
Eddie Hunter,1987,RB,RB,RB,Virginia Tech,8.0,196.0,34.2,32.1,36.0,49.0,0.488,0.478,0.51,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.9,2.0,32.6,46.7
Rick Fenney,1987,RB,RB,RB,Washington,8.0,211.0,35.1,33.5,37.0,49.0,0.487,0.474,0.51,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.9,15.0,67.4,46.7
Michael Clemons,1987,RB,RB,RB,William & Mary,8.0,218.0,30.3,26.7,31.9,48.4,0.487,0.477,0.516,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.9,0.0,9.7,46.5
Rick Calhoun,1987,RB,RB,RB,Cal State-Fullerton,9.0,230.0,25.5,19.9,26.6,48.1,0.487,0.467,0.519,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.8,1.0,24.6,46.2
Alvin Blount,1987,RB,RB,RB,Maryland,9.0,235.0,27.1,22.2,28.4,48.5,0.486,0.471,0.515,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.8,1.0,24.6,46.3
Lakei Heimuli,1987,RB,RB,RB,BYU,9.0,249.0,29.0,24.9,30.4,48.6,0.485,0.47,0.514,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.8,1.0,24.6,46.4
Dana Wright,1987,RB,RB,RB,Findlay,9.0,251.0,26.7,21.7,27.8,48.3,0.486,0.462,0.517,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.8,1.0,24.6,46.3
Merril Hoge,1987,RB,RB,RB,Idaho St.,10.0,261.0,28.4,24.0,29.6,48.6,0.485,0.466,0.514,Low-probability profile,major_positive_outlier,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.8,38.0,87.8,46.4
David McCluskey,1987,RB,RB,RB,Georgia,10.0,269.0,25.2,19.5,26.2,48.2,0.485,0.464,0.518,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.8,1.0,24.6,46.2
James Evans,1987,RB,RB,RB,Southern,10.0,271.0,26.4,21.3,27.5,48.3,0.487,0.461,0.517,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.8,0.0,9.7,46.3
Chris McLemore,1987,RB,RB,RB,Arizona,11.0,288.0,21.2,14.0,22.0,47.9,0.483,0.461,0.521,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.7,1.0,24.6,46.0
Darryl Oliver,1987,RB,RB,RB,Miami (FL),11.0,297.0,17.4,8.6,17.9,47.6,0.481,0.46,0.524,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,0.0,9.7,45.7
Tim Jessie,1987,RB,RB,RB,Auburn,11.0,305.0,17.3,8.6,17.8,47.6,0.48,0.456,0.524,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,0.0,9.7,45.7
David Adams,1987,RB,RB,RB,Arizona,12.0,309.0,11.1,0.0,11.4,46.8,0.471,0.455,0.532,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.5,0.0,9.7,45.1
Ira Valentine,1987,RB,RB,RB,Texas A&M,12.0,314.0,15.0,5.4,15.3,47.5,0.473,0.451,0.525,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,0.0,9.7,45.5
Bobby Morse,1987,RB,RB,RB,Michigan St.,12.0,316.0,16.7,7.7,17.2,47.9,0.473,0.458,0.521,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,1.0,24.6,45.7
Larry Emery,1987,RB,RB,RB,Wisconsin,12.0,320.0,11.5,0.5,11.7,47.1,0.47,0.453,0.529,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.5,0.0,9.7,45.2
Tony Burse,1987,RB,RB,RB,Middle Tenn. St.,12.0,324.0,14.7,5.0,15.1,47.5,0.469,0.454,0.525,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,0.0,9.7,45.5
Alonzo Williams,1987,RB,RB,RB,Colorado Mesa,12.0,326.0,11.5,0.5,11.6,47.2,0.472,0.45,0.528,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.5,0.0,9.7,45.2
John Holifield,1987,RB,RB,RB,West Virginia,12.0,328.0,11.4,0.5,11.6,47.1,0.468,0.451,0.529,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.5,0.0,9.7,45.2
Chad Stark,1987,RB,RB,RB,North Dakota St.,12.0,329.0,14.6,5.0,15.1,47.5,0.468,0.453,0.525,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,0.0,9.7,45.5
Elgin Davis,1987,RB,RB,RB,Central Florida,12.0,330.0,16.3,7.2,16.8,47.8,0.472,0.457,0.522,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,0.0,9.7,45.6
Gaston Green,1988,RB,RB,RB,UCLA,1.0,14.0,74.8,88.8,79.7,53.1,0.523,0.522,0.469,Rotational / contributor profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.2,16.0,68.5,47.8
John Stephens,1988,RB,RB,RB,Northwestern St. (LA),1.0,17.0,78.6,94.0,83.6,53.6,0.527,0.523,0.464,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.3,23.0,77.0,48.0
Lorenzo White,1988,RB,RB,RB,Michigan St.,1.0,22.0,77.0,91.8,81.9,53.4,0.524,0.522,0.466,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.2,43.0,90.2,47.9
Brad Muster,1988,RB,RB,RB,Stanford,1.0,23.0,80.8,97.0,85.8,53.9,0.531,0.524,0.461,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,5.3,31.0,83.9,48.2
Craig Heyward,1988,RB,RB,RB,Pittsburgh,1.0,24.0,79.4,95.1,84.4,54.0,0.527,0.523,0.46,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; top-tier position profile,5.3,38.0,87.8,48.0
Ickey Woods,1988,RB,RB,RB,UNLV,2.0,31.0,74.6,88.4,79.3,53.4,0.524,0.52,0.466,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.2,19.0,72.3,47.8
Tony Jeffery,1988,RB,RB,RB,TCU,2.0,38.0,67.3,78.4,71.6,52.3,0.518,0.514,0.477,Rotational / contributor profile,negative_outlier_missed_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.0,0.0,9.7,47.2
Thurman Thomas,1988,RB,RB,RB,Oklahoma St.,2.0,40.0,67.8,79.1,72.2,52.6,0.517,0.516,0.474,Rotational / contributor profile,positive_outlier_exceeded_projection,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.1,110.0,99.5,47.2
Lars Tate,1988,RB,RB,RB,Georgia,2.0,53.0,68.4,79.9,72.8,52.6,0.517,0.514,0.474,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.1,8.0,54.8,47.3
Keith Woodside,1988,RB,RB,RB,Texas A&M,3.0,61.0,61.3,70.1,65.2,51.7,0.511,0.506,0.483,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,4.9,16.0,68.5,46.7
Mike Oliphant,1988,RB,RB,RB,Puget Sound,3.0,66.0,58.9,66.8,62.7,51.2,0.508,0.503,0.488,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,4.8,2.0,32.6,46.5
Kevin Harmon,1988,RB,RB,RB,Iowa,4.0,101.0,56.3,63.4,60.0,51.0,0.501,0.499,0.49,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.7,0.0,9.7,46.1
Lydell Carr,1988,RB,RB,RB,Oklahoma,4.0,106.0,58.1,65.7,61.8,51.2,0.507,0.5,0.488,Rotational / contributor profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.8,0.0,9.7,46.2
Jamie Morris,1988,RB,RB,RB,Michigan,4.0,109.0,47.6,51.1,50.7,50.1,0.499,0.496,0.499,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,5.0,45.5,45.7
William Howard,1988,RB,RB,RB,Tennessee,5.0,113.0,52.4,57.8,55.6,50.6,0.503,0.49,0.494,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.7,7.0,52.5,45.9
Robert Delpino,1988,RB,RB,RB,Missouri,5.0,117.0,47.3,50.7,50.3,50.3,0.498,0.493,0.497,Depth / replacement-level profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,25.0,79.0,45.7
Tony Jordan,1988,RB,RB,RB,Kansas St.,5.0,132.0,53.2,59.0,56.6,50.4,0.502,0.495,0.496,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.7,2.0,32.6,45.9
James Saxon,1988,FB,RB,RB,San Jose St.,6.0,139.0,47.1,50.4,50.0,50.5,0.499,0.489,0.495,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,8.0,54.8,45.7
Carl Painter,1988,RB,RB,RB,Hampton,6.0,142.0,37.7,37.3,40.1,49.0,0.493,0.484,0.51,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.5,1.0,24.6,45.1
Keith Jones,1988,RB,RB,RB,Nebraska,6.0,147.0,43.3,45.1,46.1,50.0,0.496,0.489,0.5,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,2.0,32.6,45.5
Warren Williams,1988,RB,RB,RB,Miami (FL),6.0,155.0,39.8,40.3,42.4,49.5,0.493,0.485,0.505,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.5,9.0,56.9,45.2
Kerry Goode,1988,RB,RB,RB,Alabama,7.0,167.0,36.3,35.4,38.6,49.2,0.49,0.482,0.508,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.5,2.0,32.6,45.0
Patrick Collins,1988,RB,RB,RB,Oklahoma,8.0,200.0,31.5,28.7,33.5,48.5,0.486,0.48,0.515,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.4,0.0,9.7,44.6
Mark Higgs,1988,RB,RB,RB,Kentucky,8.0,205.0,31.8,29.1,33.8,48.6,0.487,0.481,0.514,Low-probability profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.4,22.0,75.7,44.7
James Primus,1988,RB,RB,RB,UCLA,9.0,222.0,27.2,22.8,28.8,48.0,0.483,0.469,0.52,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.3,1.0,24.6,44.3
Mel Farr,1988,RB,RB,RB,UCLA,9.0,248.0,30.3,27.2,32.2,48.3,0.484,0.474,0.517,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.3,0.0,9.7,44.5
Kenny Gamble,1988,RB,RB,RB,Colgate,10.0,251.0,22.9,16.8,24.3,47.8,0.481,0.469,0.522,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.2,0.0,9.7,44.1
Marvin Allen,1988,RB,RB,RB,Tulane,11.0,294.0,22.9,16.8,24.3,47.7,0.479,0.469,0.523,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.2,1.0,24.6,44.1
Barry Sanders,1989,RB,RB,RB,Oklahoma St.,1.0,3.0,76.9,91.6,81.9,53.4,0.526,0.527,0.466,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.3,120.0,99.7,48.1
Tim Worley,1989,RB,RB,RB,Georgia,1.0,7.0,80.0,95.9,85.1,53.9,0.529,0.525,0.461,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,5.4,13.0,64.2,48.4
Sammie Smith,1989,RB,RB,RB,Florida St.,1.0,9.0,80.5,96.6,85.6,54.0,0.53,0.526,0.46,Starter-caliber profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile,5.4,13.0,64.2,48.5
Eric Metcalf,1989,RB,RB,RB,Texas,1.0,13.0,73.8,87.2,78.5,53.3,0.524,0.525,0.467,Rotational / contributor profile,near_expected,premium draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.3,64.0,95.7,48.0
Cleveland Gary,1989,RB,RB,RB,Miami (FL),1.0,26.0,76.9,91.6,81.7,53.4,0.525,0.521,0.466,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.3,25.0,79.0,48.1
Eric Ball,1989,RB,RB,RB,UCLA,2.0,35.0,71.1,83.4,75.5,53.2,0.524,0.519,0.468,Rotational / contributor profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.2,5.0,45.5,47.9
Daryl Johnston,1989,RB,RB,RB,Syracuse,2.0,39.0,77.1,91.9,81.9,53.6,0.526,0.518,0.464,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; strong position profile,5.3,25.0,79.0,48.1
Keith Jones,1989,RB,RB,RB,Illinois,3.0,62.0,61.2,69.9,65.1,52.0,0.511,0.508,0.48,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.0,10.0,59.0,46.9
Elroy Harris,1989,RB,RB,RB,Eastern Kentucky,3.0,71.0,60.5,68.9,64.3,51.9,0.51,0.506,0.481,Rotational / contributor profile,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,4.9,0.0,9.7,46.8
Robert Drummond,1989,RB,RB,RB,Syracuse,3.0,76.0,61.2,69.9,65.0,52.1,0.511,0.504,0.479,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,5.0,4.0,41.7,46.9
Keith Henderson,1989,RB,RB,RB,Georgia,3.0,84.0,59.5,67.6,63.3,52.0,0.511,0.503,0.48,Rotational / contributor profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,4.9,12.0,62.4,46.7
Lewis Tillman,1989,RB,RB,RB,Jackson St.,4.0,93.0,54.7,61.1,58.2,51.0,0.502,0.495,0.49,Depth / replacement-level profile,near_expected,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included,4.8,17.0,69.8,46.1
Jamie Lawson,1989,RB,RB,RB,Nicholls St.,5.0,117.0,50.9,55.7,54.1,50.8,0.502,0.492,0.492,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.7,0.0,9.7,45.9
Vince Workman,1989,RB,RB,RB,Ohio St.,5.0,127.0,50.9,55.7,54.2,50.6,0.499,0.496,0.494,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.7,22.0,75.7,46.0
Mark Green,1989,RB,RB,RB,Notre Dame,5.0,130.0,43.9,45.9,46.7,49.8,0.495,0.491,0.502,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,6.0,49.3,45.6
Dave Meggett,1989,RB,RB,RB,Towson,5.0,132.0,42.2,43.6,44.9,49.6,0.494,0.489,0.504,Depth / replacement-level profile,major_positive_outlier,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,43.0,90.2,45.6
Doug Lloyd,1989,RB,RB,RB,North Dakota St.,6.0,156.0,43.9,45.9,46.5,49.8,0.497,0.483,0.502,Depth / replacement-level profile,negative_outlier_missed_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,0.0,9.7,45.7
Heath Sherman,1989,RB,RB,RB,Texas A&M-Kingsville,6.0,162.0,40.3,40.9,42.8,49.6,0.492,0.483,0.504,Depth / replacement-level profile,positive_outlier_exceeded_projection,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,20.0,73.1,45.4
Craig Taylor,1989,RB,RB,RB,West Virginia,6.0,166.0,41.5,42.6,44.1,49.8,0.494,0.486,0.502,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,5.0,45.5,45.5
Undra Johnson,1989,RB,RB,RB,West Virginia,7.0,172.0,34.9,33.4,37.0,49.1,0.489,0.479,0.509,Low-probability profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.5,0.0,9.7,45.0
Mel Bratton,1989,RB,RB,RB,Miami (FL),7.0,180.0,40.5,41.2,42.9,49.5,0.495,0.479,0.505,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,4.0,41.7,45.4
Ivy Joe Hunter,1989,RB,RB,RB,Kentucky,7.0,182.0,41.7,42.9,44.2,50.0,0.495,0.483,0.5,Depth / replacement-level profile,near_expected,lower draft-capital profile; meaningful elite ceiling; private PFF-derived signals included,4.6,1.0,24.6,45.5
