player,draft_year,position,position_group,model_group,college,round,pick,projected_value,actual_value,actual_position_percentile,predicted_position_percentile,position_score,final_score,ceiling_score,floor_score,starter_probability,elite_probability,bust_probability,tier,outlier_type,model_explanation
Trestan Ebner,2022,RB,RB,RB,Baylor,6.0,203.0,1.5,0.0,9.7,28.0,2.3,4.4,4.4,37.2,0.139,0.059,0.628,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Brittain Brown,2022,RB,RB,RB,UCLA,7.0,250.0,0.9,0.0,9.7,22.1,1.2,1.4,2.7,16.8,0.104,0.072,0.832,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Isiah Pacheco,2022,RB,RB,RB,Rutgers,7.0,251.0,18.7,21.0,74.2,73.3,96.8,89.5,89.5,88.4,0.882,0.5,0.116,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Zander Horvath,2022,RB,RB,RB,Purdue,7.0,260.0,1.3,0.0,9.7,25.4,1.9,2.8,2.8,27.0,0.104,0.048,0.73,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Bijan Robinson,2023,RB,RB,RB,Texas,1.0,8.0,35.8,36.0,86.8,86.0,98.4,95.5,95.5,99.1,0.988,0.785,0.009,Elite / rare profile,near_expected,premium draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Jahmyr Gibbs,2023,RB,RB,RB,Alabama,1.0,12.0,32.8,40.0,88.9,84.8,98.1,94.9,94.9,98.9,0.981,0.741,0.011,High-end starter / premium prospect profile,near_expected,premium draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Zach Charbonnet,2023,RB,RB,RB,UCLA,2.0,52.0,19.5,16.0,68.5,74.1,96.5,89.6,89.6,94.9,0.891,0.455,0.051,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Kendre Miller,2023,RB,RB,RB,TCU,3.0,71.0,4.5,4.0,41.7,44.6,24.9,26.0,26.0,63.4,0.295,0.162,0.366,Low-probability profile,near_expected,Day 2 draft capital; low starter probability; private PFF-derived signals included
Tyjae Spears,2023,RB,RB,RB,Tulane,3.0,81.0,15.2,13.0,64.2,68.3,95.1,86.5,86.5,92.3,0.818,0.382,0.077,Starter-caliber profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
De'Von Achane,2023,RB,RB,RB,Texas A&M,3.0,84.0,31.2,31.0,83.9,83.4,97.8,94.0,94.0,98.2,0.977,0.675,0.018,High-end starter / premium prospect profile,near_expected,Day 2 draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Tank Bigsby,2023,RB,RB,RB,Auburn,3.0,88.0,8.2,8.0,54.8,55.8,72.2,65.0,65.0,80.4,0.587,0.243,0.196,Rotational / contributor profile,near_expected,Day 2 draft capital; private PFF-derived signals included
Roschon Johnson,2023,RB,RB,RB,Texas,4.0,115.0,6.7,6.0,49.3,52.6,61.9,56.0,56.0,76.1,0.5,0.188,0.239,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Israel Abanikanda,2023,RB,RB,RB,Pittsburgh,5.0,143.0,1.5,1.0,24.6,27.8,2.8,3.7,3.7,27.2,0.096,0.05,0.728,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Chase Brown,2023,RB,RB,RB,Illinois,5.0,163.0,22.5,22.0,75.7,77.3,96.9,90.9,90.9,95.5,0.942,0.458,0.045,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; elite model grade; top-tier position profile
Eric Gray,2023,RB,RB,RB,Oklahoma,5.0,172.0,2.2,1.0,24.6,32.1,3.7,6.3,6.3,44.2,0.138,0.053,0.558,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included; meaningful downside risk
Evan Hull,2023,RB,RB,RB,Northwestern,5.0,176.0,1.2,0.0,9.7,24.0,2.2,2.6,3.4,23.7,0.09,0.071,0.763,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Chris Rodriguez,2023,RB,RB,RB,Kentucky,6.0,193.0,4.6,6.0,49.3,45.2,28.3,29.4,29.4,53.4,0.399,0.226,0.466,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Deuce Vaughn,2023,RB,RB,RB,Kansas St.,6.0,212.0,1.4,1.0,24.6,26.8,2.8,3.1,3.1,24.9,0.071,0.036,0.751,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Zach Evans,2023,RB,RB,RB,Mississippi,6.0,215.0,0.8,0.0,9.7,19.6,0.9,0.1,1.7,13.1,0.07,0.042,0.869,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Lew Nichols,2023,RB,RB,RB,Central Michigan,7.0,235.0,1.4,0.0,9.7,25.3,2.4,3.8,4.6,20.2,0.174,0.112,0.798,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Kenny McIntosh,2023,RB,RB,RB,Georgia,7.0,237.0,1.4,1.0,24.6,27.5,2.8,3.8,3.8,27.8,0.106,0.047,0.722,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jonathon Brooks,2024,RB,RB,RB,Texas,2.0,46.0,2.3,0.0,9.7,32.8,4.5,7.6,7.7,36.5,0.185,0.173,0.635,Low-probability profile,near_expected,top-50 draft capital; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Trey Benson,2024,RB,RB,RB,Florida St.,3.0,66.0,5.0,3.0,37.5,46.4,36.7,35.1,35.1,65.4,0.322,0.202,0.346,Low-probability profile,near_expected,Day 2 draft capital; private PFF-derived signals included
Blake Corum,2024,RB,RB,RB,Michigan,3.0,83.0,8.2,8.0,54.8,56.0,72.4,64.3,64.3,77.6,0.532,0.208,0.224,Rotational / contributor profile,near_expected,Day 2 draft capital; private PFF-derived signals included
MarShawn Lloyd,2024,RB,RB,RB,USC,3.0,88.0,1.7,0.0,9.7,28.6,3.5,5.4,6.0,32.0,0.142,0.136,0.68,Low-probability profile,near_expected,Day 2 draft capital; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jaylen Wright,2024,RB,RB,RB,Tennessee,4.0,120.0,4.8,4.0,41.7,45.6,31.9,31.3,31.3,64.7,0.31,0.169,0.353,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Bucky Irving,2024,RB,RB,RB,Oregon,4.0,125.0,19.5,18.0,71.2,73.4,96.1,89.2,89.2,94.9,0.903,0.418,0.051,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Will Shipley,2024,RB,RB,RB,Clemson,4.0,127.0,3.4,2.0,32.6,39.2,7.1,11.0,11.0,57.5,0.186,0.089,0.425,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included
Ray Davis,2024,RB,RB,RB,Kentucky,4.0,128.0,7.8,10.0,59.0,55.3,71.3,64.0,64.0,77.4,0.586,0.218,0.226,Rotational / contributor profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Isaac Guerendo,2024,RB,RB,RB,Louisville,4.0,129.0,4.7,4.0,41.7,45.7,33.0,32.0,32.0,67.0,0.303,0.14,0.33,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Braelon Allen,2024,RB,RB,RB,Wisconsin,4.0,134.0,4.9,4.0,41.7,46.2,36.0,35.1,35.1,65.4,0.372,0.187,0.346,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Audric Estime,2024,RB,RB,RB,Notre Dame,5.0,147.0,4.6,4.0,41.7,44.8,27.1,28.0,28.0,54.9,0.344,0.233,0.451,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Rasheen Ali,2024,RB,RB,RB,Marshall,5.0,165.0,2.1,1.0,24.6,32.0,4.3,6.5,6.5,37.5,0.137,0.08,0.625,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Tyrone Tracy Jr.,2024,RB,RB,RB,Purdue,5.0,166.0,18.5,14.0,66.2,72.3,95.7,88.4,88.4,93.8,0.895,0.385,0.062,High-end starter / premium prospect profile,near_expected,lower draft-capital profile; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Keilan Robinson,2024,RB,RB,RB,Texas,5.0,167.0,1.3,0.0,9.7,24.3,2.5,3.1,4.2,22.9,0.11,0.092,0.771,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Isaiah Davis,2024,RB,RB,RB,South Dakota St.,5.0,173.0,5.4,5.0,45.5,48.3,46.0,42.8,42.8,67.4,0.405,0.181,0.326,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Kimani Vidal,2024,RB,RB,RB,Troy,6.0,181.0,8.6,7.0,52.5,57.9,78.3,70.3,70.3,79.3,0.677,0.216,0.207,Rotational / contributor profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Jase McClellan,2024,RB,RB,RB,Alabama,6.0,186.0,1.2,0.0,9.7,23.5,2.5,2.7,3.8,21.1,0.094,0.077,0.789,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jawhar Jordan,2024,RB,RB,RB,Louisville,6.0,205.0,1.9,1.0,24.6,31.1,4.2,6.0,6.0,33.0,0.131,0.089,0.67,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Dylan Laube,2024,RB,RB,RB,New Hampshire,6.0,208.0,1.7,0.0,9.7,28.2,3.4,4.8,4.8,31.4,0.126,0.07,0.686,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Ashton Jeanty,2025,RB,RB,RB,Boise St.,1.0,6.0,17.2,7.0,52.5,70.5,95.3,87.7,87.7,93.9,0.827,0.483,0.061,Starter-caliber profile,negative_outlier_missed_projection,premium draft capital; strong starter probability; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; top-tier position profile
Omarion Hampton,2025,RB,RB,RB,North Carolina,1.0,22.0,10.9,5.0,45.5,61.3,86.4,77.0,77.0,84.5,0.64,0.348,0.155,Starter-caliber profile,negative_outlier_missed_projection,top-50 draft capital; private PFF-derived signals included; strong position profile
Quinshon Judkins,2025,RB,RB,RB,Ohio St.,2.0,36.0,12.3,4.0,41.7,63.0,92.4,82.4,82.4,88.2,0.717,0.346,0.118,Starter-caliber profile,negative_outlier_missed_projection,top-50 draft capital; strong starter probability; private PFF-derived signals included; high-end model grade; strong position profile
TreVeyon Henderson,2025,RB,RB,RB,Ohio St.,2.0,38.0,13.0,8.0,54.8,65.1,94.2,84.1,84.1,90.7,0.683,0.396,0.093,Starter-caliber profile,near_expected,top-50 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; strong position profile
RJ Harvey,2025,RB,RB,RB,Central Florida,2.0,60.0,11.9,6.0,49.3,63.6,93.6,82.9,82.9,88.0,0.658,0.365,0.12,Starter-caliber profile,negative_outlier_missed_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included; high-end model grade; strong position profile
Kaleb Johnson,2025,RB,RB,RB,Iowa,3.0,83.0,1.9,1.0,24.6,30.6,4.8,6.5,6.7,33.0,0.127,0.123,0.67,Low-probability profile,near_expected,Day 2 draft capital; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Bhayshul Tuten,2025,RB,RB,RB,Virginia Tech,4.0,104.0,5.4,3.0,37.5,48.8,48.1,44.3,44.3,74.4,0.365,0.189,0.256,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Cam Skattebo,2025,RB,RB,RB,Arizona St.,4.0,105.0,8.0,5.0,45.5,54.8,70.1,63.0,63.0,78.7,0.562,0.228,0.213,Rotational / contributor profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Trevor Etienne,2025,RB,RB,RB,Georgia,4.0,114.0,2.1,1.0,24.6,32.7,5.2,7.4,7.4,43.5,0.124,0.09,0.565,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included; meaningful downside risk
Woody Marks,2025,RB,RB,RB,USC,4.0,116.0,10.4,6.0,49.3,61.0,85.1,76.0,76.0,86.0,0.651,0.287,0.14,Starter-caliber profile,near_expected,lower draft-capital profile; private PFF-derived signals included; strong position profile
Jarquez Hunter,2025,RB,RB,RB,Auburn,4.0,117.0,1.2,0.0,9.7,23.6,2.9,3.2,4.7,21.2,0.108,0.101,0.788,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Dylan Sampson,2025,RB,RB,RB,Tennessee,4.0,126.0,6.0,3.0,37.5,50.3,54.8,49.6,49.6,75.7,0.401,0.18,0.243,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Jordan James,2025,RB,RB,RB,Oregon,5.0,147.0,1.0,0.0,9.7,21.9,2.3,1.9,3.6,16.9,0.075,0.074,0.831,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jaydon Blue,2025,RB,RB,RB,Texas,5.0,149.0,1.8,1.0,24.6,30.0,4.6,6.1,6.2,32.0,0.121,0.109,0.68,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
DJ Giddens,2025,RB,RB,RB,Kansas St.,5.0,151.0,1.4,1.0,24.6,27.0,3.8,4.3,5.0,26.6,0.081,0.087,0.734,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Ollie Gordon,2025,RB,RB,RB,Oklahoma St.,6.0,179.0,3.5,2.0,32.6,40.2,9.8,14.0,14.0,51.2,0.252,0.2,0.488,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included
Devin Neal,2025,RB,RB,RB,Kansas,6.0,184.0,3.7,2.0,32.6,40.9,11.8,15.6,15.6,60.3,0.264,0.117,0.397,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included
Kalel Mullings,2025,RB,RB,RB,Michigan,6.0,188.0,1.0,0.0,9.7,22.4,2.4,2.1,3.5,17.9,0.083,0.069,0.821,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Tahj Brooks,2025,RB,RB,RB,Texas Tech,6.0,193.0,1.2,0.0,9.7,24.9,3.3,3.4,3.7,27.0,0.077,0.049,0.73,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Brashard Smith,2025,RB,RB,RB,SMU,7.0,228.0,4.0,3.0,37.5,43.4,20.4,22.6,22.6,60.4,0.31,0.133,0.396,Low-probability profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Kyle Monangai,2025,RB,RB,RB,Rutgers,7.0,233.0,7.8,6.0,49.3,55.5,72.2,64.1,64.1,75.8,0.535,0.222,0.242,Rotational / contributor profile,near_expected,lower draft-capital profile; private PFF-derived signals included
LeQuint Allen,2025,RB,RB,RB,Syracuse,7.0,236.0,2.9,1.0,24.6,37.1,6.3,10.2,10.2,44.5,0.222,0.159,0.555,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; private PFF-derived signals included; meaningful downside risk
Phil Mafah,2025,RB,RB,RB,Clemson,7.0,239.0,1.1,0.0,9.7,22.6,2.5,2.2,3.9,18.4,0.073,0.079,0.816,Low-probability profile,near_expected,lower draft-capital profile; low starter probability; elevated bust risk; private PFF-derived signals included; meaningful downside risk
Jacory Croskey-Merritt,2025,RB,RB,RB,Arizona,7.0,245.0,6.0,6.0,49.3,49.9,53.3,48.6,48.6,67.5,0.446,0.205,0.325,Depth / replacement-level profile,near_expected,lower draft-capital profile; private PFF-derived signals included
Chris Gardocki,1991,P,ST,ST,Clemson,3.0,78.0,7.4,29.0,90.8,51.1,56.5,52.7,56.1,57.4,0.487,0.549,0.426,Depth / replacement-level profile,major_positive_outlier,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
John Kasay,1991,K,ST,ST,Georgia,4.0,98.0,8.1,41.0,96.2,52.7,69.4,62.4,65.8,58.5,0.519,0.55,0.415,Rotational / contributor profile,positive_outlier_exceeded_projection,Day 2 draft capital; meaningful elite ceiling; private PFF-derived signals included
